KEY_ID,KEY_NAME,KEY_DESCRIPTION,KEY_DIFFICULTY,KEY_CATEGORY,KEY_LENGTH,KEY_GOAL1,KEY_GOAL2,KEY_GOAL3,KEY_IMAGE
,בטן אלכסונים ,בשכיבה על הגב. רגליים מכופפות. ידיים משולבות מאחורי העורף. יש לנתק את פלג הגוף העליון מהמזרן עד 35 מעלות באלכסון לרגל נגדית . שמור על ראש ישר בהמשך לעמוד השידרה. הוצאת אויר בעליה. 15 חזרות. 2 סטים לכל צד.,קל מאוד,2,5,1,1,0,/drawable/pic3
,בטן אלכסונים ,בשכיבה על הגב. רגליים מכופפות. ידיים משולבות מאחורי העורף. יש לנתק את פלג הגוף העליון מהמזרן עד 35 מעלות באלכסון לרגל נגדית . שמור על ראש ישר בהמשך לעמוד השידרה. הוצאת אויר בעליה 25 חזרות. 2 סטים לכל צד.,קל,2,5,1,1,0,/drawable/pic3
,בטן אלכסונים ,בשכיבה על הגב. רגליים מכופפות. ידיים משולבות מאחורי העורף. יש לנתק את פלג הגוף העליון מהמזרן עד 35 מעלות באלכסון לרגל נגדית . שמור על ראש ישר בהמשך לעמוד השידרה. הוצאת אויר בעליה. 30 חזרות. 3 סטים לכל צד.,בינוני,2,5,1,1,0,/drawable/pic3
,בטן אלכסונים ,בשכיבה על הגב. רגליים מכופפות. ידיים משולבות מאחורי העורף. יש לנתק את פלג הגוף העליון מהמזרן עד 35 מעלות באלכסון לרגל נגדית . שמור על ראש ישר בהמשך לעמוד השידרה. הוצאת אויר בעליה. 40 חזרות. 4 סטים לכל צד.,קשה,2,10,1,1,0,/drawable/pic3
,בטן אלכסונים ,בשכיבה על הגב. רגליים מכופפות. ידיים משולבות מאחורי העורף. יש לנתק את פלג הגוף העליון מהמזרן עד 35 מעלות באלכסון לרגל נגדית . שמור על ראש ישר בהמשך לעמוד השידרה. הוצאת אויר בעליה 50 חזרות. 4 סטים לכל צד.,קשה מאוד,2,15,1,1,0,/drawable/pic3
,בטן סטטי,שכב על הרצפה כאשר פנייך פונות לכיוון מטה ואתה נשען על האמות. דחוף את עצמך לכיוון מעלה עד ליצירת קו ישר עם גופך מהצוואר ועד העקבים. הישען על קצות האצבעות והמרפקים. החזק את גוף במנח זה במשך 20 שניות. בזמן ביצוע התרגיל אסוף את הבטן פנימה. כווץ את שרירי הישבן ותנשום רגיל. 3 סטים של 20 שניות,קל מאוד ,2,5,1,1,0,/drawable/pic8
,בטן סטטי,שכב על הרצפה כאשר פנייך פונות לכיוון מטה ואתה נשען על האמות. דחוף את עצמך לכיוון מעלה עד ליצירת קו ישר עם גופך מהצוואר ועד העקבים. הישען על קצות האצבעות והמרפקים. החזק את גוף במנח זה במשך 30 שניות. בזמן ביצוע התרגיל אסוף את הבטן פנימה. כווץ את שרירי הישבן ותנשום רגיל. 3 סטים של 30 שניות.,קל ,2,5,1,1,0,/drawable/pic8
,בטן סטטי,שכב על הרצפה כאשר פנייך פונות לכיוון מטה ואתה נשען על האמות. דחוף את עצמך לכיוון מעלה עד ליצירת קו ישר עם גופך מהצוואר ועד העקבים. הישען על קצות האצבעות והמרפקים. החזק את גוף במנח זה במשך 30 שניות. בזמן ביצוע התרגיל אסוף את הבטן פנימה. כווץ את שרירי הישבן ותנשום רגיל. 4 סטים של 30 שניות.,בינוני,2,5,1,1,0,/drawable/pic8
,בטן סטטי,שכב על הרצפה כאשר פנייך פונות לכיוון מטה ואתה נשען על האמות. דחוף את עצמך לכיוון מעלה עד ליצירת קו ישר עם גופך מהצוואר ועד העקבים. הישען על קצות האצבעות והמרפקים. החזק את גוף במנח זה במשך 30 שניות. בזמן ביצוע התרגיל אסוף את הבטן פנימה. כווץ את שרירי הישבן ותנשום רגיל. 4 סטים של 40 שניות.,קשה,2,10,1,1,0,/drawable/pic8
,בטן סטטי,שכב על הרצפה כאשר פנייך פונות לכיוון מטה ואתה נשען על האמות. דחוף את עצמך לכיוון מעלה עד ליצירת קו ישר עם גופך מהצוואר ועד העקבים. הישען על קצות האצבעות והמרפקים. החזק את גוף במנח זה במשך 40 שניות. בזמן ביצוע התרגיל אסוף את הבטן פנימה. כווץ את שרירי הישבן ותנשום רגיל. 4 סטים של 50 שניות.,קשה מאוד,2,10,1,1,0,/drawable/pic8
,שכיבות סמיכה,יש ליישר את המרפקים תוך דחיפת הגוף כלפי מעלה כאשר הרגליים מכופפות. ירידה איטית. ללא נעילת מרפקים. שמירה על גב ישר. בעת העלייה להוציא אוויר. 10 חזרות. 2 סטים.,קל מאוד,1,5,1,1,0,/drawable/pic6
,שכיבות סמיכה,יש ליישר את המרפקים תוך דחיפת הגוף כלפי מעלה כאשר הרגליים מכופפות. ירידה איטית. ללא נעילת מרפקים. שמירה על גב ישר. בעת העלייה להוציא אוויר. 15 חזרות. 2 סטים.,קל,1,5,1,1,0,/drawable/pic6
,שכיבות סמיכה,יש ליישר את המרפקים תוך דחיפת הגוף כלפי מעלה כאשר הרגליים ישרות. ירידה איטית. ללא נעילת מרפקים. שמירה על גב ישר. בעת העלייה להוציא אוויר. 10 חזרות. 3 סטים.,בינוני,1,5,1,1,0,/drawable/pic4
,שכיבות סמיכה,יש ליישר את המרפקים תוך דחיפת הגוף כלפי מעלה כאשר הרגליים ישרות. ירידה איטית. ללא נעילת מרפקים. שמירה על גב ישר. בעת העלייה להוציא אוויר. 20 חזרות. 3 סטים.,קשה,1,10,1,1,0,/drawable/pic4
,שכיבות סמיכה,יש ליישר את המרפקים תוך דחיפת הגוף כלפי מעלה כאשר הרגליים ישרות. ירידה איטית. ללא נעילת מרפקים. שמירה על גב ישר. בעת העלייה להוציא אוויר 30 חזרות. 3 סטים.,קשה מאוד,1,10,1,1,0,/drawable/pic4
,שכיבות סמיכה רחבות,"יש ליישר את המרפקים תוך דחיפת הגוף כלפי מעלה כאשר הרגליים מכופפות והידיים מרוחקות 15-20 ס""מ מהגוף. ירידה איטית. ללא נעילת מרפקים. שמירה על גב ישר. בעת העלייה להוציא אוויר. 10 חזרות. 2 סטים.",קל מאוד,1,5,1,1,0,/drawable/pic7
,שכיבות סמיכה רחבות,"יש ליישר את המרפקים תוך דחיפת הגוף כלפי מעלה כאשר הרגליים מכופפות והידיים מרוחקות 15-20 ס""מ מהגוף. ירידה איטית. ללא נעילת מרפקים. שמירה על גב ישר. בעת העלייה להוציא אוויר. 15 חזרות. 2 סטים.",קל,1,5,1,1,0,/drawable/pic7
,שכיבות סמיכה רחבות,"יש ליישר את המרפקים תוך דחיפת הגוף כלפי מעלה כאשר הרגליים ישרות והידיים מרוחקות 15-20 ס""מ מהגוף. ירידה איטית. ללא נעילת מרפקים. שמירה על גב ישר. בעת העלייה להוציא אוויר. 10 חזרות. 3 סטים.",בינוני,1,5,1,1,0,/drawable/pic5
,שכיבות סמיכה רחבות,"יש ליישר את המרפקים תוך דחיפת הגוף כלפי מעלה כאשר הרגליים ישרות והידיים מרוחקות 15-20 ס""מ מהגוף. ירידה איטית. ללא נעילת מרפקים. שמירה על גב ישר. בעת העלייה להוציא אוויר. 20 חזרות. 3 סטים.",קשה,1,10,1,1,0,/drawable/pic5
,שכיבות סמיכה רחבות,"יש ליישר את המרפקים תוך דחיפת הגוף כלפי מעלה כאשר הרגליים ישרות והידיים מרוחקות 15-20 ס""מ מהגוף. ירידה איטית. ללא נעילת מרפקים. שמירה על גב ישר. בעת העלייה להוציא אוויר 30 חזרות. 3 סטים.",קשה מאוד,1,10,1,1,0,/drawable/pic5
,לאנג'ים (מכרעים),עמוד עם רגליים ישרות והידיים על המותניים. קח צעד קדימה גדול ומצא את שיווי המשקל שלך. כאשר מרכז הכובד מועבר על עקב הרגל הקדמית. כופף את שתי הברכיים והנמך את הברך האחורית לכיוון הרצפה. בסוף התנועה שתי הברכיים צריכות להיות כפופות ב-90 מעלות. 10 חזרות. 2 סטים,קל מאוד,3,5,1,1,0,/drawable/pic16
,לאנג'ים (מכרעים),עמוד עם רגליים ישרות והידיים על המותניים. קח צעד קדימה גדול ומצא את שיווי המשקל שלך. כאשר מרכז הכובד מועבר על עקב הרגל הקדמית. כופף את שתי הברכיים והנמך את הברך האחורית לכיוון הרצפה. בסוף התנועה שתי הברכיים צריכות להיות כפופות ב-90 מעלות. 15 חזרות. 2 סטים,קל,3,5,1,1,0,/drawable/pic16
,לאנג'ים (מכרעים),עמוד עם רגליים ישרות והידיים על המותניים. קח צעד קדימה גדול ומצא את שיווי המשקל שלך. כאשר מרכז הכובד מועבר על עקב הרגל הקדמית. כופף את שתי הברכיים והנמך את הברך האחורית לכיוון הרצפה. בסוף התנועה שתי הברכיים צריכות להיות כפופות ב-90 מעלות. 12 חזרות. 3 סטים,בינוני,3,10,1,1,0,/drawable/pic16
,לאנג'ים (מכרעים),עמוד עם רגליים ישרות והידיים על המותניים. קח צעד קדימה גדול ומצא את שיווי המשקל שלך. כאשר מרכז הכובד מועבר על עקב הרגל הקדמית. כופף את שתי הברכיים והנמך את הברך האחורית לכיוון הרצפה. בסוף התנועה שתי הברכיים צריכות להיות כפופות ב-90 מעלות. 12 חזרות. 4 סטים,קשה,3,10,1,1,0,/drawable/pic16
,לאנג'ים (מכרעים),עמוד עם רגליים ישרות והידיים על המותניים. קח צעד קדימה גדול ומצא את שיווי המשקל שלך. כאשר מרכז הכובד מועבר על עקב הרגל הקדמית. כופף את שתי הברכיים והנמך את הברך האחורית לכיוון הרצפה. בסוף התנועה שתי הברכיים צריכות להיות כפופות ב-90 מעלות. 15 חזרות. 5 סטים,קשה מאוד,3,15,1,1,0,/drawable/pic15
,סקוואט- רגליים כלפי חוץ ,מקמו את הרגליים בפיסוק גדול בקצת מרוחב הכתפיים. את אצבעות הרגליים יש להטות כלפי חוץ. בערך 30-45 מעלות. הסתכלו קדימה והתמקדו בנקודה אחת בכל שלבי ביצוע הסקוואט.יש לכופף את הברכיים עד שנוצרת זוית של 90-120 מעלות בין הישבן לשוק ולהתרומם חזרה. 10  חזרות. 2 סטים,קל מאוד ,3,5,1,1,0,/drawable/pic15
,סקוואט- רגליים כלפי חוץ ,מקמו את הרגליים בפיסוק גדול בקצת מרוחב הכתפיים. את אצבעות הרגליים יש להטות כלפי חוץ. בערך 30-45 מעלות. הסתכלו קדימה והתמקדו בנקודה אחת בכל שלבי ביצוע הסקוואט.יש לכופף את הברכיים עד שנוצרת זוית של 90-120 מעלות בין הישבן לשוק ולהתרומם חזרה. 15 חזרות. 2 סטים,קל,3,5,1,1,0,/drawable/pic15
,סקוואט- רגליים כלפי חוץ ,מקמו את הרגליים בפיסוק גדול בקצת מרוחב הכתפיים. את אצבעות הרגליים יש להטות כלפי חוץ. בערך 30-45 מעלות. הסתכלו קדימה והתמקדו בנקודה אחת בכל שלבי ביצוע הסקוואט.יש לכופף את הברכיים עד שנוצרת זוית של 90-120 מעלות בין הישבן לשוק ולהתרומם חזרה. 12 חזרות. 3 סטים,בינוני,3,10,1,1,0,/drawable/pic15
,סקוואט- רגליים כלפי חוץ ,מקמו את הרגליים בפיסוק גדול בקצת מרוחב הכתפיים. את אצבעות הרגליים יש להטות כלפי חוץ. בערך 30-45 מעלות. הסתכלו קדימה והתמקדו בנקודה אחת בכל שלבי ביצוע הסקוואט.יש לכופף את הברכיים עד שנוצרת זוית של 90-120 מעלות בין הישבן לשוק ולהתרומם חזרה. 12 חזרות. 4 סטים,קשה,3,10,1,1,0,/drawable/pic15
,סקוואט- רגליים כלפי חוץ ,מקמו את הרגליים בפיסוק גדול בקצת מרוחב הכתפיים. את אצבעות הרגליים יש להטות כלפי חוץ. בערך 30-45 מעלות. הסתכלו קדימה והתמקדו בנקודה אחת בכל שלבי ביצוע הסקוואט.יש לכופף את הברכיים עד שנוצרת זוית של 90-120 מעלות בין הישבן לשוק ולהתרומם חזרה.  15 חזרות. 5 סטים,קשה מאוד,3,15,1,1,0,/drawable/pic15
,סקוואט ,מקמו את הרגליים בפיסוק גדול בקצת מרוחב הכתפיים. אצבעות הרגליים פונות בקו ישר קדימה. הסתכלו קדימה והתמקדו בנקודה אחת בכל שלבי ביצוע הסקוואט.יש לכופף את הברכיים עד שנוצרת זוית של 90-120 מעלות בין הישבן לשוק ולהתרומם חזרה. 10  חזרות. 2 סטים,קל מאוד,3,5,1,1,0,/drawable/pic14
,סקוואט ,מקמו את הרגליים בפיסוק גדול בקצת מרוחב הכתפיים. אצבעות הרגליים פונות בקו ישר קדימה. הסתכלו קדימה והתמקדו בנקודה אחת בכל שלבי ביצוע הסקוואט.יש לכופף את הברכיים עד שנוצרת זוית של 90-120 מעלות בין הישבן לשוק ולהתרומם חזרה. 15 חזרות. 2 סטים,קל,3,5,1,1,0,/drawable/pic14
,סקוואט ,מקמו את הרגליים בפיסוק גדול בקצת מרוחב הכתפיים. אצבעות הרגליים פונות בקו ישר קדימה. הסתכלו קדימה והתמקדו בנקודה אחת בכל שלבי ביצוע הסקוואט.יש לכופף את הברכיים עד שנוצרת זוית של 90-120 מעלות בין הישבן לשוק ולהתרומם חזרה. 12 חזרות. 3 סטים,בינוני,3,10,1,1,0,/drawable/pic14
,סקוואט ,מקמו את הרגליים בפיסוק גדול בקצת מרוחב הכתפיים.  אצבעות הרגליים פונות בקו ישר קדימה. הסתכלו קדימה והתמקדו בנקודה אחת בכל שלבי ביצוע הסקוואט.יש לכופף את הברכיים עד שנוצרת זוית של 90-120 מעלות בין הישבן לשוק ולהתרומם חזרה. 12 חזרות. 4 סטים,קשה,3,10,1,1,0,/drawable/pic14
,סקוואט ,מקמו את הרגליים בפיסוק גדול בקצת מרוחב הכתפיים.  אצבעות הרגליים פונות בקו ישר קדימה. הסתכלו קדימה והתמקדו בנקודה אחת בכל שלבי ביצוע הסקוואט.יש לכופף את הברכיים עד שנוצרת זוית של 90-120 מעלות בין הישבן לשוק ולהתרומם חזרה.  15 חזרות. 5 סטים,קשה מאוד,3,15,1,1,0,/drawable/pic14
,פשיטת ירך על מזרן,התחל ממצב של עמידת שש. אסוף את הבטן פנימה והרם רגל לכיוון מעלה כאשר הברך מכופפת ב-90 מעלות עד שכף הרגל פונה לתקרה. 12 חזרות. 2 סטים,קל מאוד,3,5,1,1,0,/drawable/pic12
,פשיטת ירך על מזרן,התחל ממצב של עמידת שש. אסוף את הבטן פנימה והרם רגל לכיוון מעלה כאשר הברך מכופפת ב-90 מעלות עד שכף הרגל פונה לתקרה. 12 חזרות. 3 סטים,קל,3,5,1,1,0,/drawable/pic12
,פשיטת ירך על מזרן,התחל ממצב של עמידת שש. אסוף את הבטן פנימה והרם רגל לכיוון מעלה כאשר הברך מכופפת ב-90 מעלות עד שכף הרגל פונה לתקרה. 15 חזרות. 3 סטים,בינוני,3,10,1,1,0,/drawable/pic12
,פשיטת ירך על מזרן,התחל ממצב של עמידת שש. אסוף את הבטן פנימה והרם רגל לכיוון מעלה כאשר הברך מכופפת ב-90 מעלות עד שכף הרגל פונה לתקרה. 15 חזרות. 4 סטים,קשה,3,15,1,1,0,/drawable/pic12
,פשיטת ירך על מזרן,התחל ממצב של עמידת שש. אסוף את הבטן פנימה והרם רגל לכיוון מעלה כאשר הברך מכופפת ב-90 מעלות עד שכף הרגל פונה לתקרה. 20 חזרות. 5 סטים,קשה מאוד,3,15,1,1,0,/drawable/pic12
,קירוב שכמות סטטי,בשכיבה על הבטן. ידיים מכופפות ב-90 מעלות. יש לנתק את בית החזה והרגליים מהקרקע ולהחזיק 10 שניות. 2 סטים,קל מאוד,1,1,1,1,0,/drawable/pic10
,קירוב שכמות סטטי,בשכיבה על הבטן. ידיים מכופפות ב-90 מעלות. יש לנתק את בית החזה והרגליים מהקרקע ולהחזיק 20 שניות. 2 סטים,קל,1,1,1,1,0,/drawable/pic10
,קירוב שכמות סטטי,בשכיבה על הבטן. ידיים מכופפות ב-90 מעלות. יש לנתק את בית החזה והרגליים מהקרקע ולהחזיק 20 שניות. 3 סטים,בינוני,1,5,1,1,0,/drawable/pic10
,קירוב שכמות סטטי,בשכיבה על הבטן. ידיים מכופפות ב-90 מעלות. יש לנתק את בית החזה והרגליים מהקרקע ולהחזיק 30 שניות. 4 סטים,קשה,1,5,1,1,0,/drawable/pic10
,קירוב שכמות סטטי,בשכיבה על הבטן. ידיים מכופפות ב-90 מעלות. יש לנתק את בית החזה והרגליים מהקרקע ולהחזיק 50 שניות. 5 סטים,קשה מאוד,1,10,1,1,0,/drawable/pic10
,תרגיל האופניים,יש להציב את הידיים על הראש. להרים את אזור בית החזה והכתפיים. ברך שמאלית למרפק ימני ואז ברך ימין למרפק שמאל. 10 חזרות. 2 סטים,קל מאוד,2,5,1,1,0,/drawable/pic9
,תרגיל האופניים,יש להציב את הידיים על הראש. להרים את אזור בית החזה והכתפיים. ברך שמאלית למרפק ימני ואז ברך ימין למרפק שמאל. 15 חזרות. 2 סטים,קל,2,5,1,1,0,/drawable/pic9
,תרגיל האופניים,יש להציב את הידיים על הראש. להרים את אזור בית החזה והכתפיים. ברך שמאלית למרפק ימני ואז ברך ימין למרפק שמאל. 12 חזרות. 3 סטים,בינוני,2,10,1,1,0,/drawable/pic9
,תרגיל האופניים,יש להציב את הידיים על הראש. להרים את אזור בית החזה והכתפיים. ברך שמאלית למרפק ימני ואז ברך ימין למרפק שמאל. 12 חזרות. 4 סטים,קשה,2,10,1,1,0,/drawable/pic9
,תרגיל האופניים,יש להציב את הידיים על הראש. להרים את אזור בית החזה והכתפיים. ברך שמאלית למרפק ימני ואז ברך ימין למרפק שמאל. 15 חזרות. 5 סטים,קשה מאוד,2,15,1,1,0,/drawable/pic9
,ישבן למעלה ,שכיבה על הצד. רגליים ישרות. יש להרים את הישבן לכיוון התקרה עד ליצירת קו ישר עם הגוף. יריד איטית למזרן חזרה. 15 חזרות 2 סטים לכל צד,,2,5,1,1,0,/drawable/pic11
,ישבן למעלה ,שכיבה על הצד. רגליים ישרות. יש להרים את הישבן לכיוון התקרה עד ליצירת קו ישר עם הגוף. ירידה איטית למזרן חזרה. 20 חזרות 2 סטים לכל צד,,2,5,1,1,0,/drawable/pic11
,ישבן למעלה ,שכיבה על הצד. רגליים ישרות. יש להרים את הישבן לכיוון התקרה עד ליצירת קו ישר עם הגוף. ירידה איטית למזרן חזרה. 15 חזרות 3 סטים לכל צד,,2,10,1,1,0,/drawable/pic11
,ישבן למעלה ,שכיבה על הצד. רגליים ישרות. יש להרים את הישבן לכיוון התקרה עד ליצירת קו ישר עם הגוף. ירידה איטית למזרן חזרה. 25 חזרות 3 סטים לכל צד,,2,10,1,1,0,/drawable/pic11
,ישבן למעלה ,שכיבה על הצד. רגליים ישרות. יש להרים את הישבן לכיוון התקרה עד ליצירת קו ישר עם הגוף. ירידה איטית למזרן חזרה. 30 חזרות 3 סטים לכל צד,,2,10,1,1,0,/drawable/pic11
,כפיפת כתפיים,בעמידה יש להציב את הידיים לאורך הגוף. לישר אותם לקדימה (עד גובה כתפיים) ולהוריד למצב ההתחלתי. 10 חזרות. 2 סטים,קל מאוד,1,1,1,1,0,/drawable/pic17
,כפיפת כתפיים,בעמידה יש להציב את הידיים לאורך הגוף. לישר אותם לקדימה (עד גובה כתפיים) ולהוריד למצב ההתחלתי. 15 חזרות. 2 סטים,קל,1,5,1,1,0,/drawable/pic17
,כפיפת כתפיים,בעמידה יש להציב את הידיים לאורך הגוף. לישר אותם לקדימה (עד גובה כתפיים) ולהוריד למצב ההתחלתי. 15 חזרות. 3 סטים,בינוני,1,5,1,1,0,/drawable/pic17
,כפיפת כתפיים,בעמידה יש להציב את הידיים לאורך הגוף. לישר אותם לקדימה (עד גובה כתפיים) ולהוריד למצב ההתחלתי. 20 חזרות. 4 סטים,קשה,1,10,1,1,0,/drawable/pic17
,כפיפת כתפיים,בעמידה יש להציב את הידיים לאורך הגוף. לישר אותם לקדימה (עד גובה כתפיים) ולהוריד למצב ההתחלתי. 25 חזרות. 5 סטים,קשה מאוד,1,10,1,1,0,/drawable/pic17
,הרחקת כתפיים,בעמידה יש להציב את הידיים לאורך הגוף (עד גובה כתפיים). להרחיק אותם לצדדים ולהחזיר למצב ההתחלתי. 10 חזרות. 2 סטים,קל מאוד,1,1,1,1,0,/drawable/pic18
,הרחקת כתפיים,בעמידה יש להציב את הידיים לאורך הגוף (עד גובה כתפיים). להרחיק אותם לצדדים ולהחזיר למצב ההתחלתי. 15 חזרות. 2 סטים,קל,1,5,1,1,0,/drawable/pic18
,הרחקת כתפיים,בעמידה יש להציב את הידיים לאורך הגוף (עד גובה כתפיים). להרחיק אותם לצדדים ולהחזיר למצב ההתחלתי. 15 חזרות. 3 סטים,בינוני,1,5,1,1,0,/drawable/pic18
,הרחקת כתפיים,בעמידה יש להציב את הידיים לאורך הגוף (עד גובה כתפיים). להרחיק אותם לצדדים ולהחזיר למצב ההתחלתי. 20 חזרות. 4 סטים,קשה,1,10,1,1,0,/drawable/pic18
,הרחקת כתפיים,בעמידה יש להציב את הידיים לאורך הגוף (עד גובה כתפיים). להרחיק אותם לצדדים ולהחזיר למצב ההתחלתי. 25 חזרות. 5 סטים,קשה מאוד,1,10,1,1,0,/drawable/pic18
,הרחקת רגליים בשכיבה,בשכיבה על הצד. רגליים מכופפות ב45 מעלות. יש להרים רגל לכיוון התקרה כאשר היא מקבילה לרגל על הקרקע. להוריד את הרגל ללא נגיעה בקרקע. 10 חזרות  2 סטים לכל צד,קל מאוד ,3,5,1,0,0,/drawable/pic13
,הרחקת רגליים בשכיבה,בשכיבה על הצד. רגליים מכופפות ב45 מעלות. יש להרים רגל לכיוון התקרה כאשר היא מקבילה לרגל על הקרקע. להוריד את הרגל ללא נגיעה בקרקע. 15 חזרות 2 סטים לכל צד,קל,3,5,1,0,0,/drawable/pic13
,הרחקת רגליים בשכיבה,בשכיבה על הצד. רגליים מכופפות ב45 מעלות. יש להרים רגל לכיוון התקרה כאשר היא מקבילה לרגל על הקרקע. להוריד את הרגל ללא נגיעה בקרקע. 12 חזרות 3 סטים לכל צד,בינוני,3,10,1,0,0,/drawable/pic13
,הרחקת רגליים בשכיבה,בשכיבה על הצד. רגליים מכופפות ב45 מעלות. יש להרים רגל לכיוון התקרה כאשר היא מקבילה לרגל על הקרקע. להוריד את הרגל ללא נגיעה בקרקע. 20 חזרות 3 סטים לכל צד,קשה,3,10,1,0,0,/drawable/pic13
,הרחקת רגליים בשכיבה,בשכיבה על הצד. רגליים מכופפות ב45 מעלות. יש להרים רגל לכיוון התקרה כאשר היא מקבילה לרגל על הקרקע. להוריד את הרגל עד מרחק של ללא נגיעה בקרקע. 20 חזרות 4 סטים לכל צד,קשה מאוד,3,15,1,0,0,/drawable/pic13
,תרגיל חימום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קל מאוד,4,5,0,1,0,/drawable/pic22
,תרגיל חימום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קל,4,5,1,1,1,/drawable/pic22
,תרגיל חימום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,בינוני,4,5,1,1,1,/drawable/pic22
,תרגיל חימום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קשה,4,5,1,1,1,/drawable/pic22
,תרגיל חימום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קשה מאוד,4,5,1,1,1,/drawable/pic22
,תרגיל חימום,ריצה במקום. יש להרים עקבים לכיוון הישבן. דקה 3 סטים,קל מאוד,4,5,1,1,1,/drawable/pic23
,תרגיל חימום,ריצה במקום. יש להרים עקבים לכיוון הישבן. דקה 3 סטים,קל,4,5,1,1,1,/drawable/pic23
,תרגיל חימום,ריצה במקום. יש להרים עקבים לכיוון הישבן. דקה 3 סטים,בינוני,4,5,1,1,1,/drawable/pic23
,תרגיל חימום,ריצה במקום. יש להרים עקבים לכיוון הישבן. דקה 3 סטים,קשה,4,5,1,1,1,/drawable/pic23
,תרגיל חימום,ריצה במקום. יש להרים עקבים לכיוון הישבן. דקה 3 סטים,קשה מאוד,4,5,1,1,1,/drawable/pic23
,תרגיל חימום,ג'קים. קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קל מאוד,4,5,1,1,1,/drawable/pic21
